Temperature,Visibility,Weather Condition
0,Day,Cloudy
62,Dark,Cloudy
70,Day,Clear
62,Day,Clear
47,Day,Clear
50,Day,Clear
40,Dark,Clear
40,Dark,Rain
55,Day,Clear
50,Dark,Cloudy
50,Dark,Clear
40,Day,Clear
75,Day,Clear
40,Dark,Cloudy
38,Dusk,Clear
26,Dark,Clear
45,Dark,Cloudy
45,Dawn,Rain
55,Dark,Rain
50,Day,Clear
34,Day,Clear
45,Dark,Cloudy
50,Day,Clear
33,Dark,Snow
55,Day,Cloudy
75,Day,Clear
65,Day,Clear
65,Dark,Rain
62,Dark,Clear
51,Day,Clear
55,Day,Clear
62,Dark,Clear
42,Dark,Clear
68,Dark,Rain
67,Day,Clear
65,Day,Clear
44,Dawn,Rain
50,Day,Clear
50,Day,Clear
60,Day,Cloudy
60,Day,Cloudy
60,Day,Clear
50,Day,Clear
60,Day,Clear
45,Dark,Cloudy
50,Day,Clear
50,Day,Cloudy
40,Day,Cloudy
50,Dark,Cloudy
46,Dark,Cloudy
55,Dark,Rain
7,Dawn,Rain
48,Dark,Clear
56,Day,Clear
45,Day,Clear
60,Day,Rain
45,Dawn,Fog
40,Dark,Cloudy
50,Day,Clear
75,Day,Cloudy
65,Dark,Clear
60,Dark,Clear
67,Day,Clear
60,Day,Clear
50,Day,Clear
42,Day,Clear
38,Dark,Clear
64,Day,Cloudy
52,Dark,Rain
50,Dark,Cloudy
55,Dark,Cloudy
60,Dawn,Cloudy
25,Dusk,Clear
50,Dark,Fog
65,Day,Clear
18,Day,Clear
55,Dark,Clear
57,Day,Cloudy
65,Day,Clear
57,Day,Clear
50,Dark,Clear
65,Day,Cloudy
75,Day,Cloudy
65,Day,Cloudy
60,Day,Clear
60,Day,Clear
65,Day,Clear
50,Dark,Cloudy
45,Dawn,Clear
64,Day,Clear
70,Day,Cloudy
60,Day,Clear
30,Dawn,Snow
38,Day,Clear
30,Dark,Clear
35,Dark,Clear
48,Day,Cloudy
30,Dark,Clear
8,Dark,Cloudy
60,Day,Clear
55,Dark,Rain
45,Day,Cloudy
33,Dark,Cloudy
35,Dark,Clear
35,Dark,Clear
40,Dark,Cloudy
40,Dark,Cloudy
42,Day,Clear
30,Dark,Clear
25,Dark,Clear
60,Day,Cloudy
65,Dusk,Clear
55,Dark,Rain
40,Dusk,Cloudy
52,Day,Clear
7,Day,Cloudy
52,Dark,Clear
38,Day,Clear
50,Dark,Clear
48,Dark,Clear
43,Dark,Clear
48,Day,Clear
32,Dusk,Clear
44,Day,Clear
32,Dark,Clear
32,Day,Clear
85,Day,Clear
65,Dawn,Cloudy
58,Day,Clear
75,Day,Clear
72,Day,Clear
65,Dark,Clear
60,Day,Cloudy
30,Day,Clear
50,Day,Clear
50,Dark,Clear
50,Day,Clear
40,Dark,Clear
60,Day,Cloudy
60,Day,Cloudy
70,Dusk,Rain
60,Day,Clear
50,Day,Clear
42,Day,Clear
28,Dark,Snow
0,Day,Clear
40,Day,Cloudy
0,Day,Clear
0,Day,Clear
0,Day,Clear
0,Day,Clear
0,Day,Cloudy
20,Day,Clear
0,Dark,Snow
0,Day,Snow
0,Dusk,Fog
27,Dark,Sleet
78,Day,Clear
40,Dark,Cloudy
55,Day,Clear
55,Day,Clear
65,Day,Cloudy
60,Day,Clear
55,Day,Cloudy
70,Dawn,Clear
40,Dark,Clear
60,Day,Clear
60,Day,Clear
40,Dark,Clear
50,Day,Clear
50,Dark,Clear
50,Day,Clear
55,Dawn,Clear
78,Day,Clear
75,Dark,Clear
65,Day,Cloudy
55,Dark,Cloudy
40,Day,Clear
60,Day,Clear
78,Dark,Clear
90,Day,Clear
90,Day,Clear
70,Dark,Clear
78,Day,Clear
86,Day,Clear
85,Day,Clear
30,Day,Snow
35,Dark,Clear
65,Day,Clear
55,Day,Clear
42,Day,Clear
30,Dark,Cloudy
50,Day,Clear
30,Dark,Cloudy
50,Day,Cloudy
45,Day,Clear
55,Dark,Rain
40,Dark,Cloudy
50,Day,Clear
36,Day,Clear
50,Day,Rain
35,Day,Clear
30,Dark,Snow
32,Day,Cloudy
41,Dark,Cloudy
41,Dark,Cloudy
45,Dark,Cloudy
35,Dark,Clear
50,Day,Rain
60,Day,Clear
30,Dark,Cloudy
50,Day,Clear
52,Dusk,Rain
45,Dark,Cloudy
48,Day,Cloudy
50,Day,Clear
48,Day,Clear
40,Dawn,Fog
55,Day,Cloudy
48,Day,Clear
48,Day,Clear
60,Dawn,Clear
60,Day,Clear
50,Day,Cloudy
28,Dark,Clear
40,Dawn,Clear
34,Day,Cloudy
38,Day,Clear
33,Dusk,Clear
33,Dark,Clear
30,Day,Clear
36,Day,Clear
28,Dark,Clear
30,Dark,Cloudy
32,Dusk,Cloudy
20,Day,Snow
24,Day,Cloudy
35,Dark,Rain
29,Dark,Cloudy
35,Dark,Rain
33,Dark,Cloudy
28,Dark,Snow
28,Day,Snow
33,Dawn,Rain
34,Dark,Cloudy
30,Dusk,Cloudy
33,Dark,Cloudy
30,Day,Cloudy
35,Day,Cloudy
40,Dawn,Clear
30,Dark,Clear
34,Day,Rain
34,Day,Sleet
30,Dark,Snow
20,Day,Cloudy
25,Dusk,Cloudy
10,Day,Cloudy
10,Day,Clear
25,Dark,Snow
10,Day,Snow
36,Day,Clear
39,Dark,Rain
28,Dark,Snow
10,Day,Clear
33,Dawn,Sleet
34,Dark,Cloudy
50,Dark,Clear
50,Dark,Cloudy
56,Dark,Clear
30,Day,Clear
28,Dark,Rain
58,Day,Clear
37,Dusk,Rain
35,Day,Snow
25,Dark,Clear
20,Dark,Clear
29,Day,Cloudy
27,Dark,Clear
40,Day,Clear
54,Dawn,Clear
55,Day,Cloudy
63,Day,Rain
68,Dark,Rain
63,Dawn,Rain
82,Day,Cloudy
70,Dusk,Rain
60,Day,Clear
70,Day,Clear
75,Day,Clear
53,Day,Clear
55,Dark,Cloudy
60,Dark,Clear
78,Day,Clear
70,Day,Fog
69,Dark,Clear
80,Day,Clear
50,Dark,Clear
60,Dark,Clear
55,Dusk,Rain
68,Day,Clear
52,Dawn,Cloudy
63,Day,Cloudy
40,Dark,Clear
56,Dark,Rain
50,Day,Clear
48,Day,Clear
31,Dark,Clear
57,Day,Clear
50,Day,Clear
60,Day,Clear
45,Day,Clear
50,Day,Clear
33,Dawn,Clear
30,Day,Snow
35,Day,Clear
40,Day,Clear
38,Day,Clear
68,Dark,Clear
35,Dark,Clear
60,Dark,Cloudy
82,Day,Clear
74,Day,Clear
75,Day,Clear
72,Dark,Clear
75,Dark,Clear
70,Day,Cloudy
70,Day,Clear
79,Day,Clear
65,Dusk,Cloudy
79,Dusk,Clear
70,Day,Clear
75,Day,Cloudy
50,Dark,Clear
50,Day,Rain
60,Day,Clear
50,Dark,Clear
53,Day,Rain
70,Day,Cloudy
35,Day,Clear
75,Dark,Clear
50,Dark,Clear
65,Dark,Cloudy
55,Dusk,Clear
60,Dark,Clear
65,Day,Clear
65,Dusk,Clear
70,Day,Rain
70,Dark,Cloudy
78,Day,Cloudy
75,Day,Clear
80,Day,Cloudy
70,Dark,Clear
38,Dark,Rain
70,Day,Cloudy
45,Dark,Cloudy
60,Dusk,Clear
70,Dark,Cloudy
18,Day,Snow
20,Day,Clear
48,Day,Clear
62,Day,Clear
45,Day,Clear
54,Dark,Clear
19,Day,Snow
52,Day,Clear
35,Day,Clear
45,Dark,Clear
90,Day,Clear
70,Dark,Cloudy
62,Dark,Clear
80,Day,Clear
70,Day,Clear
35,Day,Clear
34,Dark,Clear
40,Day,Rain
45,Dark,Clear
34,Dark,Rain
50,Day,Clear
42,Dark,Clear
48,Day,Clear
40,Dusk,Rain
38,Dark,Cloudy
45,Day,Clear
35,Dark,Clear
42,Day,Clear
40,Dark,Cloudy
65,Day,Clear
40,Day,Cloudy
40,Dark,Clear
20,Dark,Clear
27,Dark,Clear
46,Day,Cloudy
30,Dark,Snow
35,Day,Clear
28,Dark,Clear
45,Day,Clear
37,Day,Clear
40,Day,Cloudy
55,Dark,Clear
44,Dark,Cloudy
60,Day,Clear
60,Day,Clear
32,Dawn,Snow
51,Day,Rain
40,Day,Cloudy
47,Dark,Cloudy
59,Dark,Cloudy
51,Day,Cloudy
45,Day,Clear
40,Day,Clear
48,Day,Clear
65,Day,Clear
61,Day,Clear
70,Day,Clear
45,Dark,Fog
68,Day,Cloudy
40,Day,Clear
50,Day,Clear
38,Dark,Clear
60,Dark,Clear
75,Day,Clear
70,Day,Clear
60,Day,Clear
48,Day,Clear
40,Day,Clear
27,Day,Cloudy
40,Day,Clear
60,Dark,Clear
40,Dark,Clear
36,Dark,Cloudy
45,Day,Clear
30,Dusk,Clear
35,Dark,Clear
31,Dusk,Clear
30,Dark,Snow
50,Day,Clear
38,Dusk,Clear
20,Dark,Cloudy
40,Dark,Clear
38,Day,Clear
22,Dark,Clear
29,Dark,Clear
32,Day,Cloudy
53,Dark,Clear
55,Dark,Cloudy
42,Day,Clear
45,Dark,Cloudy
50,Dark,Clear
36,Day,Cloudy
29,Dusk,Cloudy
58,Day,Clear
41,Day,Cloudy
35,Dark,Clear
50,Day,Clear
45,Day,Cloudy
50,Day,Clear
35,Dark,Fog
50,Day,Rain
45,Dark,Clear
45,Day,Cloudy
60,Dark,Rain
60,Day,Clear
60,Day,Rain
63,Dark,Cloudy
45,Dark,Rain
55,Dark,Clear
65,Day,Rain
43,Day,Clear
38,Day,Clear
50,Dark,Clear
40,Dark,Cloudy
30,Dark,Clear
32,Dark,Clear
71,Day,Clear
50,Day,Clear
40,Day,Clear
30,Dark,Clear
32,Day,Cloudy
60,Day,Clear
40,Day,Clear
35,Day,Clear
48,Day,Clear
35,Day,Clear
50,Day,Clear
75,Day,Clear
70,Dawn,Cloudy
60,Dark,Clear
65,Dark,Clear
56,Day,Rain
65,Dark,Clear
65,Day,Clear
45,Day,Rain
62,Day,Clear
55,Day,Clear
55,Day,Rain
43,Dark,Clear
65,Dark,Clear
65,Dawn,Clear
45,Dark,Clear
56,Day,Clear
60,Day,Clear
46,Day,Clear
46,Day,Clear
74,Day,Cloudy
80,Day,Cloudy
60,Dark,Cloudy
28,Dark,Snow
28,Dark,Snow
30,Dark,Clear
30,Dusk,Snow
21,Dark,Clear
41,Dark,Clear
36,Day,Clear
34,Day,Clear
25,Dark,Snow
65,Dark,Clear
72,Day,Clear
75,Day,Clear
65,Day,Clear
55,Day,Cloudy
69,Dark,Cloudy
40,Dawn,Clear
77,Day,Clear
50,Dark,Clear
60,Day,Clear
53,Day,Clear
37,Dark,Clear
75,Day,Clear
72,Day,Clear
85,Day,Clear
80,Day,Clear
75,Day,Cloudy
68,Day,Clear
41,Dark,Clear
50,Day,Clear
41,Day,Clear
58,Day,Clear
55,Dawn,Fog
73,Day,Clear
62,Dark,Clear
57,Day,Clear
45,Dark,Rain
22,Day,Snow
62,Day,Cloudy
83,Day,Clear
40,Day,Cloudy
60,Day,Clear
60,Day,Clear
35,Day,Fog
60,Day,Cloudy
52,Day,Clear
50,Dawn,Clear
62,Dark,Clear
50,Day,Clear
45,Day,Cloudy
45,Day,Cloudy
45,Day,Cloudy
26,Dusk,Snow
33,Day,Cloudy
25,Dark,Clear
15,Day,Cloudy
60,Day,Clear
30,Day,Clear
40,Dark,Clear
40,Day,Clear
16,Day,Clear
40,Day,Clear
60,Dark,Cloudy
60,Dark,Cloudy
30,Day,Clear
30,Day,Clear
30,Day,Clear
30,Dark,Cloudy
30,Dusk,Snow
32,Day,Snow
40,Dark,Clear
45,Day,Cloudy
30,Dark,Clear
30,Dark,Clear
52,Dusk,Rain
45,Dark,Clear
36,Day,Clear
38,Dark,Clear
20,Day,Cloudy
45,Dark,Cloudy
30,Dark,Clear
12,Day,Cloudy
40,Day,Clear
39,Day,Cloudy
35,Day,Clear
29,Day,Clear
30,Dark,Snow
10,Day,Clear
30,Day,Snow
44,Day,Snow
47,Dark,Clear
30,Dark,Clear
40,Dark,Fog
75,Day,Cloudy
30,Dark,Snow
30,Dusk,Snow
28,Day,Snow
50,Day,Clear
30,Dark,Snow
45,Dark,Clear
30,Day,Clear
38,Dark,Cloudy
66,Dark,Clear
48,Day,Rain
60,Day,Clear
35,Dark,Clear
38,Day,Cloudy
55,Day,Clear
65,Dark,Clear
72,Dark,Clear
78,Dusk,Clear
70,Dark,Clear
59,Day,Rain
70,Dark,Clear
72,Day,Clear
70,Dusk,Clear
50,Dawn,Clear
63,Dark,Clear
56,Day,Clear
51,Dark,Cloudy
50,Day,Rain
58,Day,Cloudy
52,Day,Clear
60,Day,Clear
45,Dusk,Cloudy
47,Day,Cloudy
65,Day,Clear
57,Day,Rain
52,Dark,Clear
35,Day,Clear
45,Day,Clear
68,Day,Clear
46,Day,Clear
50,Day,Clear
52,Dark,Rain
50,Dark,Rain
58,Day,Clear
50,Day,Clear
74,Day,Clear
50,Day,Clear
59,Day,Clear
71,Day,Cloudy
70,Day,Cloudy
60,Dark,Clear
77,Day,Cloudy
68,Day,Cloudy
72,Dark,Cloudy
70,Day,Cloudy
75,Day,Rain
70,Dark,Cloudy
55,Dawn,Cloudy
28,Dusk,Clear
46,Dark,Clear
50,Dark,Clear
40,Dark,Clear
42,Dark,Clear
45,Dark,Clear
18,Dark,Clear
75,Dusk,Clear
70,Day,Cloudy
48,Dark,Clear
68,Day,Cloudy
64,Day,Clear
55,Dark,Rain
60,Dark,Clear
75,Day,Clear
65,Dark,Clear
50,Dark,Cloudy
72,Day,Clear
75,Day,Clear
35,Dawn,Rain
44,Day,Rain
42,Day,Rain
34,Dark,Clear
33,Dark,Clear
45,Day,Clear
34,Day,Snow
0,Day,Clear
34,Day,Cloudy
30,Dawn,Clear
54,Day,Cloudy
52,Day,Clear
78,Dark,Clear
50,Day,Cloudy
35,Day,Clear
43,Day,Cloudy
50,Dark,Clear
55,Dark,Clear
55,Day,Clear
50,Dark,Clear
45,Dark,Cloudy
55,Dusk,Clear
70,Dark,Cloudy
80,Day,Clear
78,Dusk,Clear
80,Dusk,Cloudy
70,Day,Clear
51,Day,Clear
55,Day,Clear
40,Dawn,Cloudy
72,Day,Cloudy
60,Day,Clear
50,Day,Clear
65,Day,Clear
70,Day,Clear
74,Day,Clear
70,Day,Clear
70,Day,Cloudy
65,Dawn,Clear
52,Day,Clear
60,Day,Clear
28,Day,Clear
70,Day,Clear
70,Dark,Clear
70,Dark,Clear
70,Day,Cloudy
70,Day,Clear
40,Dark,Cloudy
35,Dark,Clear
28,Day,Clear
31,Day,Clear
46,Day,Cloudy
60,Dark,Rain
57,Day,Clear
40,Dark,Clear
50,Dusk,Clear
55,Day,Clear
52,Day,Clear
30,Dark,Clear
34,Day,Clear
42,Day,Clear
60,Dark,Clear
65,Dark,Clear
63,Dawn,Fog
55,Dark,Fog
72,Dark,Clear
55,Day,Rain
65,Dark,Clear
70,Day,Clear
65,Day,Clear
45,Dark,Clear
75,Day,Clear
65,Day,Cloudy
70,Day,Rain
70,Day,Rain
75,Day,Clear
60,Day,Cloudy
65,Dark,Cloudy
65,Dark,Clear
70,Dark,Clear
65,Day,Cloudy
70,Day,Clear
74,Day,Clear
74,Day,Clear
62,Day,Rain
60,Day,Cloudy
45,Dark,Rain
32,Day,Cloudy
15,Day,Cloudy
8,Day,Clear
20,Dark,Clear
38,Dark,Rain
14,Dark,Clear
37,Dark,Sleet
40,Day,Rain
25,Dark,Clear
35,Day,Clear
35,Day,Cloudy
30,Dark,Clear
44,Dark,Rain
20,Dark,Clear
55,Dark,Cloudy
33,Dark,Cloudy
42,Dark,Rain
35,Dusk,Cloudy
70,Day,Clear
30,Day,Clear
20,Day,Clear
33,Day,Clear
20,Dark,Clear
35,Day,Cloudy
30,Day,Clear
40,Day,Rain
40,Dark,Fog
31,Day,Cloudy
32,Day,Clear
60,Day,Clear
65,Day,Clear
45,Dark,Cloudy
0,Dark,Clear
0,Dark,Clear
60,Day,Cloudy
0,Day,Clear
0,Day,Clear
60,Dawn,Cloudy
55,Day,Rain
0,Dark,Clear
41,Dark,Snow
46,Dark,Clear
58,Dark,Cloudy
27,Dark,Snow
50,Day,Clear
45,Dark,Rain
45,Day,Clear
35,Dark,Clear
42,Dark,Cloudy
38,Day,Cloudy
40,Dark,Cloudy
50,Day,Clear
2,Dark,Clear
57,Day,Clear
35,Day,Clear
28,Day,Clear
32,Dusk,Snow
28,Day,Clear
34,Dark,Clear
28,Day,Clear
40,Dark,Cloudy
50,Day,Cloudy
40,Day,Cloudy
20,Day,Snow
21,Day,Cloudy
30,Day,Clear
31,Dark,Snow
31,Dark,Clear
45,Day,Clear
26,Dusk,Cloudy
50,Day,Rain
41,Dark,Clear
50,Day,Snow
44,Day,Cloudy
36,Dark,Snow
5,Day,Clear
50,Day,Rain
20,Day,Cloudy
25,Dawn,Clear
55,Day,Clear
24,Dark,Clear
35,Day,Fog
25,Dark,Sleet
28,Day,Cloudy
31,Dusk,Snow
31,Dark,Clear
34,Day,Cloudy
35,Dark,Cloudy
30,Dark,Clear
30,Day,Clear
42,Day,Clear
43,Dark,Fog
30,Dark,Snow
34,Day,Cloudy
35,Day,Clear
54,Dark,Cloudy
45,Dark,Rain
35,Dark,Cloudy
40,Dark,Cloudy
60,Day,Clear
30,Day,Snow
40,Dark,Clear
40,Day,Snow
30,Dark,Clear
20,Dark,Clear
18,Dusk,Clear
0,Dark,Clear
20,Day,Cloudy
20,Dark,Cloudy
20,Dark,Cloudy
20,Day,Cloudy
20,Day,Clear
26,Day,Cloudy
25,Dawn,Clear
38,Day,Snow
28,Dark,Snow
27,Day,Clear
25,Dawn,Cloudy
0,Dark,Snow
30,Day,Clear
30,Day,Cloudy
20,Dark,Clear
15,Dark,Clear
20,Dark,Cloudy
12,Dark,Clear
12,Day,Clear
30,Day,Cloudy
5,Day,Clear
2,Dark,Snow
30,Day,Clear
8,Dark,Rain
32,Dark,Clear
34,Day,Snow
30,Day,Cloudy
13,Dusk,Cloudy
40,Dawn,Rain
6,Dark,Snow
38,Dark,Clear
33,Dark,Cloudy
34,Dawn,Fog
18,Day,Clear
28,Dark,Snow
20,Dark,Snow
28,Dark,Cloudy
14,Day,Snow
28,Dusk,Clear
38,Day,Cloudy
38,Dusk,Cloudy
40,Day,Clear
38,Dark,Fog
30,Dark,Clear
35,Dark,Clear
28,Day,Clear
10,Dark,Clear
40,Day,Rain
40,Day,Clear
46,Dark,Clear
20,Dark,Clear
30,Dark,Clear
40,Dark,Cloudy
28,Day,Cloudy
35,Day,Clear
30,Day,Rain
24,Dark,Snow
40,Day,Clear
20,Day,Clear
36,Day,Cloudy
20,Dark,Clear
0,Day,Clear
25,Dark,Clear
34,Dark,Clear
32,Dark,Clear
30,Day,Snow
35,Day,Cloudy
48,Dark,Rain
45,Day,Clear
55,Dark,Cloudy
48,Day,Clear
28,Day,Clear
60,Dark,Clear
37,Day,Cloudy
47,Dark,Cloudy
34,Day,Cloudy
33,Dark,Rain
34,Dark,Rain
50,Day,Clear
34,Dark,Clear
10,Day,Clear
45,Day,Rain
22,Day,Clear
32,Day,Clear
40,Day,Rain
32,Day,Cloudy
40,Dark,Rain
44,Day,Clear
45,Day,Clear
25,Day,Snow
50,Day,Clear
60,Dark,Clear
60,Dark,Cloudy
45,Day,Rain
52,Day,Clear
40,Day,Clear
30,Dark,Clear
30,Day,Cloudy
60,Day,Clear
50,Day,Clear
35,Dark,Clear
50,Dark,Clear
50,Dark,Clear
20,Dark,Clear
28,Dark,Clear
38,Dark,Cloudy
45,Dark,Cloudy
29,Dark,Clear
30,Dark,Clear
22,Dark,Snow
40,Dark,Cloudy
35,Dark,Clear
35,Dusk,Clear
10,Dark,Snow
55,Day,Clear
26,Dark,Clear
40,Day,Clear
40,Day,Rain
25,Day,Clear
23,Dark,Cloudy
30,Dark,Cloudy
28,Day,Clear
25,Dark,Snow
28,Dark,Clear
40,Dark,Rain
32,Dawn,Cloudy
50,Day,Cloudy
25,Day,Clear
39,Day,Rain
32,Dark,Cloudy
60,Day,Rain
56,Dark,Rain
60,Day,Clear
55,Day,Clear
30,Day,Clear
39,Day,Fog
25,Dark,Snow
60,Dark,Clear
40,Dark,Rain
68,Day,Clear
67,Day,Clear
60,Day,Clear
70,Day,Clear
55,Day,Cloudy
46,Day,Rain
70,Dark,Clear
81,Day,Clear
85,Day,Clear
61,Day,Rain
65,Dawn,Rain
88,Day,Cloudy
66,Dawn,Clear
79,Day,Clear
68,Day,Clear
30,Dawn,Clear
70,Day,Clear
81,Day,Clear
67,Dark,Cloudy
53,Dawn,Clear
69,Day,Clear
63,Day,Clear
55,Day,Clear
18,Day,Cloudy
62,Dark,Rain
82,Day,Clear
38,Dark,Rain
51,Dark,Clear
56,Dark,Clear
32,Day,Clear
23,Day,Clear
45,Day,Clear
49,Dark,Rain
16,Dark,Clear
60,Dark,Clear
72,Dark,Clear
63,Day,Cloudy
66,Day,Clear
55,Dawn,Rain
62,Dark,Clear
84,Day,Clear
70,Day,Clear
20,Dark,Clear
0,Dark,NA
88,Day,Clear
20,Day,Cloudy
38,Dark,Clear
14,Dark,Snow
11,Dark,Snow
20,Dawn,Clear
31,Day,Snow
30,Dark,Cloudy
23,Dusk,Snow
20,Day,Cloudy
25,Day,Clear
10,Day,Clear
20,Day,Cloudy
30,Dark,Snow
34,Dark,Cloudy
15,Dusk,Clear
20,Day,Clear
26,Dark,Clear
32,Dawn,Clear
20,Dark,Clear
20,Dark,Clear
16,Dark,Clear
34,Day,Clear
32,Day,Cloudy
48,Day,Cloudy
35,Day,Clear
30,Dark,Clear
40,Day,Clear
55,Dark,Clear
50,Dark,Cloudy
42,Day,Cloudy
55,Day,Clear
40,Dark,Rain
45,Dark,Clear
65,Day,Cloudy
49,Day,Clear
75,Day,Cloudy
60,Day,Clear
60,Day,Clear
45,Day,Clear
55,Day,Clear
40,Day,Clear
30,Dusk,Clear
30,Day,Cloudy
35,Dark,Cloudy
29,Dark,Cloudy
40,Dawn,Cloudy
38,Day,Clear
50,Dusk,Clear
25,Dark,Clear
23,Dark,Cloudy
24,Dark,Clear
28,Day,Sleet
15,Day,Clear
2,Day,Clear
25,Dark,Snow
14,Dark,Snow
20,Dark,Snow
25,Dark,Cloudy
25,Day,Cloudy
30,Day,Clear
30,Dark,Cloudy
40,Dark,Clear
10,Dark,Cloudy
30,Day,Sleet
18,Day,Clear
20,Dark,Clear
20,Dark,Clear
18,Day,Cloudy
23,Dark,Snow
15,Dark,Rain
10,Dark,Clear
20,Day,Clear
25,Dark,Snow
20,Dark,Clear
16,Dark,Clear
29,Day,Clear
19,Day,Cloudy
20,Day,Snow
10,Day,Clear
15,Day,Clear
30,Day,Clear
30,Day,Snow
9,Day,Clear
27,Day,Clear
33,Dark,Cloudy
28,Day,Clear
18,Day,Clear
16,Dark,Snow
18,Dark,Cloudy
18,Day,Snow
26,Dark,Snow
20,Day,Cloudy
33,Day,Clear
15,Day,Cloudy
28,Day,Clear
8,Day,Clear
28,Dark,Snow
30,Dark,Snow
33,Day,Cloudy
22,Day,Cloudy
32,Dark,Clear
0,Dark,Clear
15,Day,Clear
15,Day,Cloudy
20,Day,Clear
20,Day,Clear
0,Dark,Snow
10,Dark,Clear
0,Dark,Clear
0,Day,Clear
22,Dark,Snow
22,Dark,Clear
25,Day,Clear
28,Day,Clear
22,Dark,Clear
20,Day,Cloudy
15,Day,Clear
15,Day,Clear
3,Day,Clear
32,Dark,Cloudy
0,Dusk,Clear
2,Dark,Cloudy
20,Day,Clear
12,Dawn,Cloudy
14,Day,Clear
26,Day,Clear
0,Day,Clear
15,Day,Clear
50,Day,Clear
25,Day,Snow
40,Dusk,Clear
25,Day,Clear
30,Day,Clear
30,Day,Cloudy
25,Day,Cloudy
35,Day,Clear
40,Dawn,Clear
25,Day,Clear
40,Dark,Rain
2,Dark,Clear
0,Dark,Clear
24,Day,Snow
60,Day,Clear
50,Dark,Fog
15,Dark,Clear
24,Day,Clear
0,Dark,Clear
48,Dark,Clear
30,Dark,Snow
10,Dark,Cloudy
37,Dark,Clear
20,Day,Clear
31,Dark,Rain
48,Day,Rain
32,Day,Clear
25,Day,Clear
35,Day,Clear
15,Dark,Clear
25,Dark,Cloudy
34,Dark,Clear
32,Day,Clear
25,Day,Snow
20,Day,Clear
32,Dusk,Clear
15,Day,Clear
15,Day,Clear
0,Dark,Clear
34,Dark,Cloudy
31,Day,Cloudy
20,Dark,Clear
39,Day,Clear
24,Dawn,Cloudy
38,Dark,Clear
14,Day,Clear
31,Dark,Clear
34,Day,Cloudy
20,Day,Clear
10,Dark,Clear
28,Day,Clear
42,Day,Clear
42,Day,Rain
31,Dark,Clear
17,Dark,Clear
231,Dark,Clear
15,Dark,Clear
65,Day,Clear
30,Day,Clear
28,Day,Cloudy
10,Dark,Snow
22,Day,Clear
32,Dark,Clear
30,Day,Clear
32,Dark,Clear
33,Dark,Clear
10,Day,Clear
50,Dark,Rain
32,Dark,Clear
18,Dark,Clear
32,Day,Clear
35,Dark,Clear
59,Dark,Clear
40,Dark,Clear
70,Dark,Cloudy
58,Dark,Cloudy
65,Day,Fog
24,Day,Clear
35,Day,Clear
42,Dark,Clear
40,Dark,Cloudy
18,Dark,Clear
15,Dark,Clear
40,Day,Clear
50,Day,Clear
36,Day,Cloudy
20,Day,Snow
60,Dark,Clear
50,Dark,Cloudy
50,Dark,Cloudy
50,Dawn,Clear
35,Dark,Clear
65,Dark,Clear
45,Day,Clear
45,Dark,Rain
55,Dark,Clear
15,Day,Clear
33,Dark,Clear
40,Day,Clear
44,Dark,Clear
52,Dark,Clear
25,Day,Clear
15,Dark,Cloudy
60,Day,Clear
51,Dark,Clear
32,Day,Clear
35,Day,Clear
45,Dark,Clear
35,Day,Cloudy
20,Day,Snow
27,Dawn,Clear
42,Dark,Clear
50,Day,Clear
70,Day,Clear
65,Dark,Clear
40,Dark,Clear
38,Dark,Clear
40,Dark,Rain
52,Dark,Rain
60,Day,Cloudy
40,Dusk,Rain
42,Day,Clear
35,Day,Clear
15,Dark,Clear
28,Day,Sleet
38,Day,Clear
60,Day,Clear
60,Day,Cloudy
35,Dark,Fog
31,Day,Clear
55,Dark,Clear
18,Dark,Clear
5,Day,Clear
27,Dark,Cloudy
25,Dark,Clear
40,Dark,Clear
50,Dark,Cloudy
65,Day,Cloudy
40,Dark,Cloudy
35,Dark,Cloudy
35,Day,Clear
34,Dusk,Cloudy
70,Day,Cloudy
35,Day,Cloudy
40,Day,Clear
33,Day,Snow
0,Day,Cloudy
18,Dark,Clear
18,Dark,Snow
29,Day,Clear
16,Day,Cloudy
15,Day,Clear
5,Day,Clear
15,Day,Clear
5,Day,Snow
5,Dark,Clear
5,Day,Clear
15,Day,Clear
11,Dusk,Clear
20,Day,Clear
20,Dark,Cloudy
25,Day,Clear
25,Day,Cloudy
55,Dawn,Clear
68,Day,Clear
58,Dark,Clear
0,Day,Clear
28,Dark,Clear
15,Day,Clear
8,Day,Clear
3,Dark,Clear
34,Dark,Snow
0,Day,Clear
0,Day,Cloudy
17,Day,Snow
0,Dark,Snow
0,Day,Clear
25,Day,Snow
0,Day,Clear
38,Dusk,Clear
0,Day,Clear
54,Dark,Cloudy
65,Day,Clear
60,Day,Rain
40,Day,Clear
32,Day,Clear
65,Day,Clear
20,Dark,Clear
32,Dark,NA
34,Dusk,Cloudy
70,Day,Cloudy
40,Day,Snow
35,Day,Clear
65,Dark,Clear
33,Day,Clear
28,Dark,Cloudy
34,Day,Cloudy
40,Dark,Cloudy
20,Day,Clear
0,Day,Snow
38,Dawn,Rain
26,Day,Clear
32,Dusk,Cloudy
28,Day,Clear
40,Day,Rain
38,Day,Clear
30,Day,Clear
30,Day,Clear
20,Day,Clear
34,Day,Clear
40,Dark,Cloudy
30,Day,Clear
40,Day,Clear
45,Dark,Cloudy
40,Day,Cloudy
58,Dark,Clear
